eval	PL_TARGET_DENSITY_PCT	CLOCK_PERIOD	wns_worst_ns	cell_count	die_area_um2	power_mw	wire_length_um	fom	valid	status
1	40.0000	50.0000	35.64314810852963	135	3600	0.3811813367065042	576	9.615590e+02	True	kept
2	50.0000	40.0000	27.818608648482176	146	3600	0.4730582586489618	549	8.008789e+02	True	discarded
